Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MNQ 12-23,Sell,1,15579.00,11/13/2023 2:31:03 PM,b4a812e209354504b551be571614cf6d,Entry,1 S,761c6c69dd4b4763b763a23c2f03a069,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15568.75,11/13/2023 2:53:31 PM,c13edda9c1b24af5b249455657afc039,Exit,-,3eb596e6dea147058243162ae6a90fbb,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15574.50,11/13/2023 2:55:45 PM,e9c0882391d447c0ac836445042907cc,Entry,1 L,2824d06f7a2d4c1eb39876b4a10ad48d,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15564.50,11/13/2023 3:01:19 PM,09abaa9e6f86475e95be838b296de183,Exit,-,2ad26736bf464e2e946a033f58af45af,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15561.50,11/13/2023 3:02:59 PM,c019da8143a940b08e397e8630e0d238,Entry,1 L,aad3d0f2f6e04fefaf010d620112bd74,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15571.50,11/13/2023 3:09:46 PM,ccac7ef829d84afe83305a97674c0676,Exit,-,746914cfcb1b4384be456578e806d1f9,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15565.00,11/13/2023 3:37:25 PM,d766d3bac68244d1a59dc780eea591da,Entry,1 L,cab47a5aff39428ca92dabbc5d8c8cb7,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15555.00,11/13/2023 3:52:50 PM,eb1dd7ac66af41bbacdcd05c7fa84adf,Entry,2 L,00932797ba3d4fb980d9fb2b0963f7b2,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15550.50,11/13/2023 3:52:58 PM,7edfc32c4ac54bc09681615501724290,Exit,1 L,f600c0ff4d68480296bb0f2708c8663d,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15550.50,11/13/2023 3:52:58 PM,f0592b4de04543d78357c13942f54e93,Exit,-,399fadf0f05c44c685c0b66193db4602,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15791.75,11/14/2023 8:46:17 AM,b8fc45c46ca64d8f8820aa77124fef70,Entry,1 L,cebb2fa2a9564938a47f10de05e04be8,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15801.75,11/14/2023 8:49:47 AM,aa83621d23704816bfd5267049d5cee1,Exit,-,f877ec1074c34d9e81ea2dcf8d818b9a,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15876.50,11/14/2023 10:04:04 AM,bff1d966b5c24b83a9b0d4c49a8153ee,Entry,1 L,afb0c92ab605412cade77facd73befe5,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15886.50,11/14/2023 10:05:52 AM,e9073c47ae2d48dd8b75004235fd6653,Exit,-,2391b5d7acc1483bbe454f4905ad1ee8,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15868.75,11/14/2023 10:07:25 AM,fb5a96c9e28a413291c90ac08c9c849c,Entry,1 L,819dce3502c643388278b379f8088647,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15855.00,11/14/2023 10:07:58 AM,59b1d0f937e44d819645cfdef45b4b97,Entry,2 L,7540d071fede4ca1b46afecb9b8efd11,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15848.00,11/14/2023 10:20:35 AM,e88dc543d2624c6d86542d1fe7df69ab,Exit,1 L,52d90becfcd641529c6670a4f297c3cd,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15848.00,11/14/2023 10:20:35 AM,4554fb83a79045eb80525e0e502c25b2,Exit,-,d8d0cb0bf08641c692ef9cebc80b0121,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15866.50,11/14/2023 11:35:51 AM,8ffe93b1fe914202860281ab87de42b7,Entry,1 S,d701d7853cc04472ac693519a2c016f7,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15876.50,11/14/2023 11:44:37 AM,574a6abcb27b4100aed3e4fafe84a262,Exit,-,e98b439faecb440ea92a58539fef15cb,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15870.00,11/14/2023 11:49:09 AM,0a7660ab4106466c90e912b8bbc5a10a,Entry,1 L,8664ec1484c44d639c05277e35c19e39,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15860.00,11/14/2023 11:49:21 AM,9f8b80a5e9394d8ca487b59eedb266ff,Exit,-,f70019cf48ae45a7988fc6faf3330c29,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15865.00,11/14/2023 11:49:38 AM,b90300afcfa84360808e8983b5db5d1e,Entry,1 L,37f65ffda16d44a8a841d5634a8b8172,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15855.00,11/14/2023 11:51:01 AM,97960a25ea124dd5b2fc7fbcde3db729,Exit,-,b4d3266562d14cb19860b91a1f7748c9,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15849.75,11/14/2023 12:01:29 PM,2adf7042152e43e5b813362dbdffbdbc,Entry,1 S,15931a40965a4c5491f969c8270b2024,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15835.75,11/14/2023 12:07:49 PM,fecd5bf09138419d9b51344cdb716dbc,Exit,-,b2ce1c9016854083a146ba50fa97cb3e,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15846.50,11/14/2023 12:18:55 PM,390d61d9129d4b5fae94726169187a8b,Entry,1 S,9e28102724c14879a72495636ac6889d,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15836.50,11/14/2023 12:24:05 PM,87958a829f714dd6b94a4c177fbb85b1,Exit,-,16153f70858d4f43bac9aa9014374b98,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15846.50,11/14/2023 12:25:43 PM,d1a31438090f4a5dbd144b0b19abda3b,Entry,1 S,2d914c71acb745caa2b20d5b37d73c85,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15856.50,11/14/2023 12:38:34 PM,73660680e85842fb9b4554e286277564,Entry,2 S,813bb7cfbf7c4c91a48655f39ea7727c,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15862.50,11/14/2023 12:45:45 PM,15849b104e7a435ebc575cdeb73171d2,Exit,1 S,d3e542a572c94152b21a6ddc34b9989f,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15862.50,11/14/2023 12:45:45 PM,139b98c968ce4547a661cb66eef04f7c,Exit,-,684f786a2c8b4912914096399946fb08,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15877.75,11/14/2023 12:58:49 PM,a3b658e01e2f4178ab7b302d78cffedf,Entry,1 L,f71392c78ed44ff2aaf749dd02b14659,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15867.75,11/14/2023 1:15:28 PM,d21c64db5a8342a3a2ebfa5effc2e962,Exit,-,cf462638ffd14336b635ed26465a2c06,Stop1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15907.75,11/15/2023 12:53:59 PM,01204ab896674307a2b10b0eac7f513c,Entry,1 S,f824f85c8705412989a758bdff21ccf8,Entry,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15897.75,11/15/2023 12:58:03 PM,0602f483797c4a8a9a595009039f18fd,Exit,-,c9df5159aafe4a9dbe4d65941b7ed8d8,Target1,$0.00,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15855.50,11/15/2023 1:12:10 PM,d5883f3e07f04dc2a9dcf3d28499974f,Entry,1 S,f87e4ed7900d4c908597cfd07cf05fc8,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15845.00,11/15/2023 1:13:41 PM,fad2816bf5a341a482af8c8fe59b0a61,Entry,2 S,cd75feb03ad94d649a165eb497a19a82,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15840.25,11/15/2023 1:15:00 PM,e9869309a9f94de7bc88c3f97a8e7c57,Entry,3 S,52b9f9d6865d4da28f8da25f1de8eee1,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15863.25,11/15/2023 1:22:05 PM,8431858d1d2b4d8eb5ea477fbafe1957,Exit,2 S,4c0319a0a8294ca8bad95eb60228fdb2,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15863.25,11/15/2023 1:22:05 PM,475781496268497e9244b156d61049d8,Exit,1 S,d9f8088d165a4788b5bfa51a6936919c,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15863.25,11/15/2023 1:22:05 PM,fb8b567ec7a1497c8a127fcf2fbc0336,Exit,-,850990e27f084ffab033bf2082fe20c4,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15877.00,11/15/2023 1:27:57 PM,3be75be6ab964951b9f6e55bd66b1334,Entry,1 S,c67b53d9f8834b80961554dd22ab77c0,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15887.00,11/15/2023 1:32:33 PM,61ecd03003df475983242f9ef59c8211,Exit,-,1bf053fbde544c9d99973189762ba5a7,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15824.50,11/16/2023 10:41:54 AM,b89cc0ee561746888cb419886dcfda1a,Entry,1 S,cb730a2b5e3c46079206bee485465727,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15834.50,11/16/2023 10:42:42 AM,2fa057b0203c4ffb8f6ce428032705b9,Exit,-,73158c181fac40ddb6bdebd55f92b038,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15849.50,11/16/2023 10:47:02 AM,ec7252b571c640a496662a9bbb81da90,Entry,1 S,13063235c6864e978beece699ca155bd,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15859.50,11/16/2023 10:47:42 AM,5fd9dde94f73402f82d6af83bdb32b0b,Exit,-,1b6175e1a9e34cc8b486d13189b5646d,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15851.00,11/16/2023 10:49:21 AM,05a30b3e26de4be3b9dfeff7c459e5d7,Entry,1 L,7c2e54a16326434c8ee2f3ca33334fa2,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15841.00,11/16/2023 10:51:26 AM,154efb5258f94dbeaebb92aa8b0e795b,Exit,-,2e04578d42814c3eb1e60af9d5360285,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15843.75,11/16/2023 11:07:22 AM,e5922cfbcf6843f4badbf3ea53b628ce,Entry,1 L,d3898994f23b4c04b344fc5a45930642,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15833.75,11/16/2023 11:09:22 AM,e304e49c35e84701a0a3890bcc8ffb07,Exit,-,e59df341560742d2b692472d351e7d44,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15837.75,11/16/2023 11:10:11 AM,75ff1ca5b49f43dcb112d395ed8433e5,Entry,1 L,3f90b57a8fe64e649dbb9693945e53cb,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15834.50,11/16/2023 11:12:22 AM,1d171cdf815f4c1fbdb433485e103fc0,Entry,2 L,5074cc10aa834623b39e47cc0708e649,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15826.25,11/16/2023 11:12:53 AM,3894332b95dc419996d00e8601b87827,Exit,1 L,0b692cc572014b33aae52a13006d3962,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15826.25,11/16/2023 11:12:53 AM,3a1b7e18da6e4cb3863b2ce427205413,Exit,-,33966942e0fe4e0dac416f65ab7669b1,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15822.50,11/16/2023 11:22:45 AM,1d1e2a9fd51a459c96ca8ab895f8ad99,Entry,1 S,ecaef8dfbf664a909376efac7e03351c,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15812.25,11/16/2023 11:29:35 AM,51a5a1c5204540c492bb5752285c6942,Exit,-,e47a7241720a4025a505440602d192ee,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Sell,1,15800.50,11/16/2023 11:38:47 AM,c32600958c69427c93766e54f090106c,Entry,1 S,308174adb9f44c7d9fc949d9243c7500,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 12-23,Buy,1,15815.50,11/16/2023 11:41:01 AM,9133d4469dcb49cdb7008b7da27f14f1,Exit,-,5f2d5aa1f7ad4d1986e3f51364f35c86,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
