Instrument,Action,Quantity,Price,Time,ID,E/X,Position,Order ID,Name,Commission,Rate,Account,Connection,
MNQ 03-24,Buy,1,16901.00,12/21/2023 11:39:07 AM,b223045ade1543b49aa5cfc0dc7e2483,Entry,1 L,472e995e7b8f4924ba9434699238e921,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16911.00,12/21/2023 11:39:51 AM,2bc1b04b16b44642a77b7373bc3cf443,Exit,-,792e50f2c2f5460693bb522e982dc2dc,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16910.25,12/21/2023 11:40:00 AM,19215ab26e83460aacb3fa1e04c6fc70,Entry,1 S,6bae7399b7fe49fd8582ca2bc0ba9a34,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16900.25,12/21/2023 11:40:34 AM,9e3654eaa86c460eb5b91d0ba315d94f,Exit,-,de38da936c444e6594b02fa17886c7fb,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16901.25,12/21/2023 11:40:36 AM,3463d548c66e46239c0fb80c0286c6f1,Entry,1 L,3866876901784ad5b1e441e54f765966,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16911.75,12/21/2023 11:46:59 AM,cc83eb0c56a94c6695b50bf21ad898e8,Exit,-,2d8baeccb62449049d51eaa113bba35c,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16895.25,12/21/2023 11:53:48 AM,795d5f7567a34e99a828d7e95ae188bd,Entry,1 L,7b69b1c533514913a840c3791d42b086,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16885.00,12/21/2023 11:58:19 AM,d3c88a1b8ac0446f8542abac45cb9301,Entry,2 L,1b5111b764de430d84927005d2829258,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16882.25,12/21/2023 11:59:34 AM,24f3bc2fbc8646f382f808c377358cdb,Entry,3 L,285011380c184d7fbfe388a6418be263,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,3,16875.00,12/21/2023 12:00:02 PM,61ad5310f6904d1f842073b447e4aad6,Exit,-,6d702745804e44598f606837ba1e3192,Close,$1.83,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16875.00,12/21/2023 12:00:02 PM,cb8d4d709288487aac68ba26d724d479,Entry,1 S,82d81931a4bb48c69c5afddb79ea4869,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16862.25,12/21/2023 12:00:24 PM,54c29f9194a241e3ba10de0fbd5a4b99,Entry,2 S,778e8d6418ab4a9e88b6ba34836ffc33,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16852.50,12/21/2023 12:04:09 PM,640f95b075ac45c5995130e345c9c392,Entry,3 S,9a47ea6729bc407d851465d0f0243ea5,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16837.75,12/21/2023 12:53:43 PM,89ac350c92174b4089bcbcf9dfe08c9e,Exit,2 S,e4d5512cae164ef8a7ee38159daf5591,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16837.75,12/21/2023 12:53:43 PM,d4fb717fb5bb42c5b50f1d0090a05159,Exit,1 S,1ecd124a31ca45fa821de3727cf80fee,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16837.75,12/21/2023 12:53:43 PM,3072f70e91d64852a241c9f728a78d79,Exit,-,a757fd80ddca471a9e3a8ee34e95862f,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16837.00,12/21/2023 12:56:30 PM,487113ae2413456e9963b743a7419385,Entry,1 L,9b9ea453bd7247b1b6f11eb51ad5c03b,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16827.50,12/21/2023 12:57:13 PM,bbaaffa53eba4661ad4cb70f7c615636,Entry,2 L,a7ba6628d6d84a0da364f80f73c779cf,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16847.00,12/21/2023 1:00:26 PM,dc4808953dbc4f3abebb09e901409184,Exit,1 L,57be400e3e4846f9936ff3cf2719a276,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16847.00,12/21/2023 1:00:26 PM,dacae1a085b44c468491178207522ad7,Exit,-,9fe0224883f94af3b7c0b1e4f643a04b,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16849.25,12/21/2023 1:00:39 PM,27c64034c1a544088477c385c521eb68,Entry,1 S,15dff3f006a44521b79c24016c4aa607,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16861.75,12/21/2023 1:04:48 PM,acc06ded4cc747de9b39892d216bbbc1,Entry,2 S,4fc4e3f71c1b45a6969420dcbedf7952,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16845.00,12/21/2023 1:15:26 PM,0c138b1d718d4e7fbbb02f7a3d7d8ecb,Exit,1 S,7ba11cf05dd241239500922e0a2b8b80,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16845.00,12/21/2023 1:15:26 PM,bce50fec240e4ef98a5c5e889e3707f5,Exit,-,3977976502f74693997db9b4790aae17,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16818.00,12/21/2023 1:19:18 PM,cc707cfb34764f18b5c8e40bd3df48ba,Entry,1 S,7727d77704064d728e8d697e65797fb0,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16826.50,12/21/2023 1:21:55 PM,2cdfba66c56142d699610b5c04cacdf6,Entry,2 S,c9c47a3f641745b49cecbbbd18a0e3b7,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16856.25,12/21/2023 1:22:26 PM,4ee44e937c954211b996bf5865cc72c9,Entry,3 S,3fb6a39401fa4dc2a1163ce60e0ecb65,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16889.50,12/21/2023 2:19:46 PM,4029e19eee284bb28679ba41c7bf3e8f,Exit,2 S,49fd6d708ef349abba29317ad8a56e0d,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16889.50,12/21/2023 2:19:46 PM,901c65fa840743ceaaa27d9a546f0444,Exit,1 S,5ac67e9df0ce4080af9ed96af3eee51d,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16889.50,12/21/2023 2:19:46 PM,d76eed59f0df41dbae739f723065cfab,Exit,-,48bf537b87a449a482bb57a8494a1326,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16877.00,12/21/2023 2:22:35 PM,d97dcd5bfc634ec9a654dfb1a79ae744,Entry,1 L,88b1f100b6f74cd3bd41db717041aca4,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16869.50,12/21/2023 2:24:29 PM,8180fb3a7c52413ab79b06f3a7e66c34,Entry,2 L,c119286f64ce4e7495c366850d58bcb2,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16892.25,12/21/2023 2:37:46 PM,b0a1f11810554f429e93857882d9bd72,Exit,1 L,c311aca3885345f0b441c61453bb1efa,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16892.25,12/21/2023 2:37:46 PM,9118ca1fe3314682883c3ea71e5ed6fa,Exit,-,afbf3b7aa74f410a883b5fe1921bca6a,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16892.25,12/21/2023 2:38:11 PM,cae3f589c16f441888ab526b8ec7d8fd,Entry,1 S,35795c24e9364ac18435fc9924cd897a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16897.50,12/21/2023 2:39:06 PM,9442f53341d24fffbfd238f3704b9462,Entry,2 S,936e46643d7a4988afd7e6994a8780c0,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16900.75,12/21/2023 2:42:40 PM,f0442f218dbd4bf8be7f53a70795ea98,Entry,3 S,b697503ec0bd438ebad1f4f01a3d4d2d,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16891.00,12/21/2023 2:53:34 PM,29d00f39c9764031baf055de478fc330,Exit,2 S,4cbaf36e936c4a6487f488156ef4c95b,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16891.00,12/21/2023 2:53:34 PM,d80c9a07b97041cfa06da596c82da427,Exit,1 S,56ebe17e1a174b9e91d36adf161336be,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16891.00,12/21/2023 2:53:34 PM,3c44ea492c5b49ce9d2861a1765f97a9,Exit,-,a25b13f82240400d8e689d69f9409683,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16885.50,12/21/2023 2:54:19 PM,5e7900933ea2433aa7070b63ad955b71,Entry,1 L,d05683103914486dac327869408ac2ad,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16873.75,12/21/2023 2:57:10 PM,4d4125b3f54d4b78a9cb631912176cef,Entry,2 L,9bd418a90623412098cd95584a6a7784,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16901.25,12/21/2023 3:13:17 PM,a6eb5f9c0b6545909233be4f6270b07d,Exit,1 L,a8e217363d8e414c872378976595a8a5,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16901.25,12/21/2023 3:13:17 PM,b07259795f2c42e59245104b131f56eb,Exit,-,aa0a71e19ed34fbca9d4b3be99793f53,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16900.50,12/21/2023 3:13:21 PM,47754be93a0243f4b3830d3b9e1e79dd,Entry,1 S,bf80fbfa95a94935936c21e308be2a08,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16901.75,12/21/2023 3:18:08 PM,c7e7dcf618f74665a86d6652c71bafa6,Entry,2 S,6a4414ac1e9a47b2833b85a65c448613,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16902.50,12/21/2023 3:18:26 PM,dcf795990b9744f48cd0677473f89012,Entry,3 S,80cfcbff16ad44fcbb02f6cf8faa79ba,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16922.25,12/21/2023 3:27:49 PM,4c8efc6544864a09b1329770d784a2f9,Exit,2 S,c1cb2361589a4e7787e7b24676bc6add,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16922.25,12/21/2023 3:27:49 PM,e76933acb3bf4c3086f147021574b0a8,Exit,1 S,1923d817820445a5839cf792b4407917,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16922.25,12/21/2023 3:27:49 PM,220bf4c8c591454da7de24c58ca36131,Exit,-,66852cead10f4365801b96a51ceae5c3,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16924.00,12/21/2023 3:27:52 PM,4aba48b6ec2142f49717ee0c1a30cfcc,Entry,1 L,cd8c3e7d091146b0b556b8a20a94613b,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16926.25,12/21/2023 3:28:08 PM,85e811b1606f4187911096461ac527dc,Entry,2 L,89c680fdfbf941c2b18c008b286fc7bc,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16929.50,12/21/2023 3:28:25 PM,540da0da1d9a44a99e0fa9e79d853280,Entry,3 L,4ec7ef94ee9145c7a6333d17790b2e4a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16946.50,12/21/2023 4:14:04 PM,305d956bf99643568f67fc54aa6aab2e,Exit,2 L,d31c02c8464243a3b89535ade40742d4,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16946.50,12/21/2023 4:14:04 PM,af72a29d17dd471c89e2f34655f9ff67,Exit,1 L,97721ba1c9da4093b5cfd36ce8d18364,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16946.50,12/21/2023 4:14:04 PM,0930d431288f4570bbf28bb0e8426844,Exit,-,6e8a81f6ddfb4be9bc3abae430286ec6,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,17037.50,12/22/2023 9:50:41 AM,21f7307b77344214989ed6d76e7a652f,Entry,1 L,31d6e79982d84ee487aaac3c7ea1548b,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,17027.50,12/22/2023 9:56:24 AM,6a30ab42552b426299cac2e635c51320,Exit,-,60e4cbb5d9f948a3ac6bb65907cd159b,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,17021.25,12/22/2023 10:00:33 AM,10414b6d259b4ca4949ef61463533e9d,Entry,1 L,f16090f896cf4652b464c92e52e3720a,,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16965.75,12/22/2023 4:32:00 PM,dc796590c0434562a67899ff810df041,Exit,-,3bf09bbb5a43461c9684dcce233123fe,Close,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16666.50,1/8/2024 10:49:32 AM,eb9fd0d4f2d74074a3860a3d1156face,Entry,1 L,ebe6ca48fcda4ff8a78b9fa5cb6fc592,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16651.50,1/8/2024 11:10:15 AM,699a036e0f4b485eb8abae661ac5bc48,Exit,-,0f7849dac13140859ce5385e0faa6d5d,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16679.50,1/8/2024 12:02:15 PM,57a491d76a1b407caab952fbebb0f914,Entry,1 L,00a3fe34ea504e0da4eb63d765064b72,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16689.50,1/8/2024 12:03:11 PM,f56f80668e4c47908b7a559bd7532973,Exit,-,07b15264470f43fa97dfa38c649775e3,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16682.50,1/8/2024 12:05:13 PM,0870ba8b1a334443a1fa5c71f188f475,Entry,1 L,2e777c65550c42b4b5795596030f6456,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16692.50,1/8/2024 12:06:43 PM,c3e1db19e86b476fb902bce64149f52c,Exit,-,64c42e493c83415095baf305e88bfaed,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16691.25,1/8/2024 12:07:04 PM,5897cccc87934022bc0a3eb73411d7c8,Entry,1 L,a974d987decf4f3d865d86b7bf61174f,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16675.25,1/8/2024 12:23:43 PM,5116c32bb6e4428da6e2705152998f42,Exit,-,8ef1f4408ff2420d90671457be6ae1df,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16684.25,1/8/2024 12:29:25 PM,e1897576921b4bada72b7f34a0469e99,Entry,1 L,6ab6d39bd8e6435788eaad02ce766825,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16694.25,1/8/2024 12:33:37 PM,1efc826b275b45a9ad900ff7a91b97bc,Exit,-,10db18bf408a43128970b4a82dba0d8e,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16705.50,1/8/2024 12:39:14 PM,785c7b0200d24235a14f919611ff97e4,Entry,1 L,0d27f1b208c8485aa7bc1d5899e0d0af,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16742.75,1/8/2024 2:17:38 PM,1840e44562da489eb876953d06f21e78,Exit,-,d2780b89528144389ffffafeaef84f77,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16762.50,1/8/2024 2:37:40 PM,dd14b384e9fc438fae0ff09642c3ce7b,Entry,1 L,1f94e997725e4c38987bdd83e6d7a3b9,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16777.75,1/8/2024 3:00:15 PM,b49e7d0b5336497780dfe3eac92a9340,Exit,-,06602f0110024f49ae4054dcc8088b07,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16678.50,1/9/2024 9:43:13 AM,891e72d02cea41a3990d6fb66898e2cf,Entry,1 S,3320553ec08840d68181269c9eb5a0a8,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16688.50,1/9/2024 9:43:40 AM,4e3a8123935f4507b5c0fafc4187616f,Exit,-,e187debf71e5496ca4d4ccdeba51332c,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16898.00,1/10/2024 12:38:58 PM,bfdf22aea6574c6890d37aace97fe1c5,Entry,1 L,716ba3e7d57c4e5e9b383bd5daa73dbe,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16908.00,1/10/2024 12:50:21 PM,d543c23c58f34a58a213512e602f34a1,Exit,-,b009f083c17e42fdb6fa23b28ee6fdd3,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16966.25,1/11/2024 9:45:36 AM,19b2bec24070486e8795decaabcb9449,Entry,1 S,87f1d58c39ca4248bc8cd15283bf36ee,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16978.25,1/11/2024 9:46:20 AM,85a963b0a43e44028648796c2d7d0b27,Exit,-,180a31a407f94ac385ca687b0048e0c3,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16908.50,1/11/2024 10:04:15 AM,df126460ea444e2e9510401b4c0fd4cd,Entry,1 S,00e4f3f9d1bc4f0f9cf17eac541145e6,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16898.50,1/11/2024 10:04:39 AM,b33da5a7872b490c94671e18ba4409a6,Exit,-,d798ecf4c76549058a561b7f3def85cf,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16833.50,1/11/2024 10:10:15 AM,3710c15710594221be3b8086454d9ab7,Entry,1 S,558c1e3b8adb496b957e2da2726b70cb,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16843.50,1/11/2024 10:11:02 AM,90f8ddff79a14302a511dece031010fd,Exit,-,20af569a49d8498b86556b2fd5d608a9,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16917.50,1/11/2024 10:31:16 AM,f7349f7d2f1a43a1a88dec06eadc9cda,Entry,1 L,58ac1684d71b49c991fc6738b2f16196,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16907.50,1/11/2024 10:32:28 AM,213bd30ce2a5478e9fcd708f71047483,Exit,-,b717bda7f07946ca92aae9393e42d53c,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16902.00,1/11/2024 10:33:12 AM,cebd08daeca34abdae89a17498b5c9cb,Entry,1 L,da9e9f53a68f42f099ce1344cd569092,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16880.50,1/11/2024 10:33:59 AM,3ee00c8c40ae47c99fcadfa698902e2c,Exit,-,6d683238800c4ed6b105d278d6ac691f,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16876.00,1/11/2024 10:34:24 AM,7d9322a7e82b4595bcd8a073270b5d82,Entry,1 S,bbe04f2fae8943149fc6559e129135e9,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16893.75,1/11/2024 10:36:22 AM,9cfc882d63d346a0817ef9bc97d0e3d4,Exit,-,aaf65da3877d40a9bb5364c013884ac3,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16860.25,1/11/2024 10:52:20 AM,6e93964471e341f9be7237465dee89a4,Entry,1 L,cd0c6ee44adc4dada7f158a008e38741,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16847.75,1/11/2024 10:54:40 AM,a5f9808f1b64452dad1c93d735e9caa7,Entry,2 L,6bb840294c7d4381bdbbcba83ede9644,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,2,16849.50,1/11/2024 10:55:06 AM,dd8cad9763c44d75a342d126a394d610,Exit,-,68ea9e16906b4ae282e943394fbc9415,Close,$1.22,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16849.25,1/11/2024 10:55:06 AM,1fe7620d83db4cacaea71ff975e257ee,Entry,1 S,06b50e03bd8043158213e9d16f1993a6,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16859.50,1/11/2024 10:56:04 AM,024dca4a237d4a0f8789a389f9011113,Entry,2 S,e039917ae15f46939c95082c632899f1,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16822.50,1/11/2024 11:13:05 AM,b61ca63f687c4c3eb3f90ce87f215b91,Exit,1 S,7bb421172288499496dde6149898c53b,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16822.50,1/11/2024 11:13:05 AM,e9a68d5f8d7d423eb202207a514f96fa,Exit,-,0b616d09ee424143bbeb2a0e360fb8f0,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16788.25,1/11/2024 11:16:18 AM,4610b2bb5fa4455d8e16f778195c84ba,Entry,1 S,f1db380d3e9f4426b1223534475e06b3,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16809.00,1/11/2024 11:20:07 AM,efad3801e9e9474faaf3d4bb3c0e4758,Entry,2 S,afc7531ac6e742cfa0988316dfd6e3d0,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16772.75,1/11/2024 11:40:24 AM,834df30caced49b9863c304d6cfc2d20,Entry,3 S,86478b02732744dbafd157335379e0fd,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16788.00,1/11/2024 11:40:43 AM,1c61620889db4d32ae3a0cc7eda88d55,Exit,2 S,fdd6091136ec46abb968c69907f69a81,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16788.00,1/11/2024 11:40:43 AM,ded9c76f924149bf9b1a64d560a49bc8,Exit,1 S,e1d2e95a0cfc4d0f9143218b1c92ae43,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16788.00,1/11/2024 11:40:43 AM,f326cd32be864c1f8f8147a6ffeec00c,Exit,-,e2ca8da9a1d04f548caa8449170f0500,Stop1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16788.25,1/11/2024 11:41:40 AM,624597d770134c2ca4e94bbd6f201344,Entry,1 S,8ed9ded76ad14357a97001b3ac9fc07a,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16772.00,1/11/2024 11:45:22 AM,51848e5750ce483882d89208cafd0646,Exit,-,b98ee6acc70941eea03ba098e5a124c5,Target1,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16768.75,1/11/2024 11:46:34 AM,cd5c3837939841449b4551fa981746e9,Entry,1 S,4d4633efc7874af898eb843aa9111dba,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16788.00,1/11/2024 11:47:39 AM,514d826bcd6e475b834f29d59c739521,Entry,2 S,3c6a0e69fbde4541a0075e14625c2480,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Sell,1,16802.25,1/11/2024 11:49:43 AM,1ae7960b853d4ad1839b9121b16a94c7,Entry,3 S,2da92954d5b1499382ff3ac237495387,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,1,16853.00,1/11/2024 12:51:35 PM,10fb4e3eb28c45c19b510a518d91eefe,Exit,2 S,b65c262f0fee42bc8f14239d359e4ef2,Entry,$0.61,1,SimPaperEdge,My NinjaTrader,
MNQ 03-24,Buy,2,16853.00,1/11/2024 12:51:35 PM,efe5eb929ed3406388c951f296216b41,Exit,-,f7d2be5673264e03b12b11e14737143f,Entry,$1.22,1,SimPaperEdge,My NinjaTrader,
